time,icao,lat,lon,alt_ft,az_deg,el_deg,range_m
04:03:51,0x800449,8.51028,76.83088,3975,278.5020281420226,8.912605406657054,7790.323147392278
04:03:51,0x800449,8.50937,76.83149,3975,277.8275926014875,9.006310343084607,7710.548003163539
