time,icao,lat,lon,alt_ft,az_deg,el_deg,range_m
03:55:34,0x800449,8.51028,76.83088,3975,278.5020281420226,8.912605406657054,7790.323147392278
03:55:34,0x800449,8.50937,76.83149,3975,277.8275926014875,9.006310343084607,7710.548003163539
03:55:34,0x800449,8.50722,76.83293,3950,276.1765215647734,9.172802884365352,7525.341161315965
03:55:34,0x800449,8.50671,76.8333,3925,275.7751870017113,9.172244035750543,7478.330504739723
