lat,lon,alt,icao,alt_m,azimuth,elevation,slant_range
8.51028,76.83088,3975,0x800449,1211.5800000000002,278.502028142023,8.839931646100498,7788.780135405557
8.50937,76.83149,3975,0x800449,1211.5800000000002,277.8275926014879,8.932903308613714,7708.988897713921
8.50722,76.83293,3950,0x800449,1203.96,276.1765215647738,9.097623520940955,7523.753512090367
8.50671,76.8333,3925,0x800449,1196.3400000000001,275.7751870017117,9.096591857648233,7476.742992547885
